"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","Age Group","nq(x)","l(x)","nd(x)","nL(x)","T(x)","e(x)","se(nq(x))","se(e(x))"
48001950100,48,001,950100,"Under 1",0.00578,100000,578,99480,8241555,82.4,0.0042,1.65
48001950100,48,001,950100,"1-4",0.001458,99422,145,397398,8142075,81.9,0.0003,1.6225
48001950100,48,001,950100,"5-14",0.00159,99277,158,991981,7744677,78,0.0002,1.6247
48001950100,48,001,950100,"15-24",0.010239,99119,1015,986117,6752696,68.1,0.006,1.6272
48001950100,48,001,950100,"25-34",0.006793,98104,666,977710,5766579,58.8,0.0049,1.5974
48001950100,48,001,950100,"35-44",0.022138,97438,2157,963592,4788869,49.1,0.0088,1.5864
48001950100,48,001,950100,"45-54",0.030718,95281,2927,938173,3825277,40.1,0.0089,1.5702
48001950100,48,001,950100,"55-64",0.046199,92354,4267,902205,2887104,31.3,0.0105,1.5851
48001950100,48,001,950100,"65-74",0.105492,88087,9292,834410,1984899,22.5,0.0194,1.6341
48001950100,48,001,950100,"75-84",0.203022,78795,15997,707962,1150489,14.6,0.0353,1.7768
48001950100,48,001,950100,"85 and older",1,62798,62798,442527,442527,7,0.0436,2.1644
48001950500,48,001,950500,"Under 1",0.006379,100000,638,99426,7685858,76.9,0.0048,1.7439
48001950500,48,001,950500,"1-4",0.002068,99362,205,397037,7586432,76.4,0.0021,1.7149
48001950500,48,001,950500,"5-14",0.001218,99157,121,990962,7189395,72.5,0.0002,1.7113
48001950500,48,001,950500,"15-24",0.005077,99036,503,987844,6198433,62.6,0.0037,1.7133
48001950500,48,001,950500,"25-34",0.018382,98533,1811,976274,5210588,52.9,0.008,1.7087
48001950500,48,001,950500,"35-44",0.02811,96722,2719,953623,4234314,43.8,0.0108,1.695
48001950500,48,001,950500,"45-54",0.057385,94003,5394,913057,3280691,34.9,0.0148,1.6867
48001950500,48,001,950500,"55-64",0.141232,88609,12514,823514,2367634,26.7,0.0287,1.7187
48001950500,48,001,950500,"65-74",0.213169,76094,16221,679837,1544120,20.3,0.0399,1.8142
48001950500,48,001,950500,"75-84",0.360129,59873,21562,490922,864282,14.4,0.0818,2.0848
48001950500,48,001,950500,"85 and older",1,38311,38311,373360,373360,9.7,0.028,2.6569
48001950600,48,001,950600,"Under 1",0.001386,100000,139,99875,7112797,71.1,0.0014,1.0487
48001950600,48,001,950600,"1-4",0.004474,99861,447,398552,7012922,70.2,0.0027,1.0454
48001950600,48,001,950600,"5-14",0.001401,99415,139,993450,6614370,66.5,0.0002,1.0341
48001950600,48,001,950600,"15-24",0.022284,99275,2212,981692,5620919,56.6,0.0071,1.0355
48001950600,48,001,950600,"25-34",0.014225,97063,1381,963728,4639227,47.8,0.0051,0.9871
48001950600,48,001,950600,"35-44",0.022968,95682,2198,945836,3675500,38.4,0.0075,0.9759
48001950600,48,001,950600,"45-54",0.095622,93485,8939,890152,2729664,29.2,0.0192,0.9635
48001950600,48,001,950600,"55-64",0.136196,84546,11515,787882,1839512,21.8,0.0242,0.9008
48001950600,48,001,950600,"65-74",0.24961,73031,18229,639162,1051630,14.4,0.0408,0.8907
48001950600,48,001,950600,"75-84",0.688847,54802,37750,359266,412468,7.5,0.1146,0.9724
48001950600,48,001,950600,"85 and older",1,17052,17052,53201,53201,3.1,0.0932,0.9075
48001950700,48,001,950700,"Under 1",0.003483,100000,348,99687,7127287,71.3,0.0035,1.4299
48001950700,48,001,950700,"1-4",0.001122,99652,112,398383,7027601,70.5,0.0002,1.4127
48001950700,48,001,950700,"5-14",0.009394,99540,935,990723,6629218,66.6,0.0067,1.4142
48001950700,48,001,950700,"15-24",0.003357,98605,331,984393,5638494,57.2,0.0034,1.3637
48001950700,48,001,950700,"25-34",0.026076,98274,2563,969925,4654101,47.4,0.0114,1.3566
48001950700,48,001,950700,"35-44",0.016688,95711,1597,949127,3684176,38.5,0.0088,1.2961
48001950700,48,001,950700,"45-54",0.066858,94114,6292,909679,2735049,29.1,0.0198,1.2826
48001950700,48,001,950700,"55-64",0.159501,87822,14008,808180,1825370,20.8,0.0385,1.2611
48001950700,48,001,950700,"65-74",0.230643,73814,17025,653018,1017190,13.8,0.0513,1.2288
48001950700,48,001,950700,"75-84",0.862385,56789,48974,323023,364172,6.4,0.1354,1.4038
48001950700,48,001,950700,"85 and older",1,7815,7815,41149,41149,5.3,0.052,1.4429
48001950800,48,001,950800,"Under 1",0.003539,100000,354,99681,7610232,76.1,0.0026,1.2963
48001950800,48,001,950800,"1-4",0.0008,99646,80,398425,7510551,75.4,0.0002,1.286
48001950800,48,001,950800,"5-14",0.001085,99566,108,995123,7112126,71.4,0.0002,1.287
48001950800,48,001,950800,"15-24",0.017036,99458,1694,986112,6117002,61.5,0.0075,1.2883
48001950800,48,001,950800,"25-34",0.006268,97764,613,974576,5130891,52.5,0.0045,1.2343
48001950800,48,001,950800,"35-44",0.019776,97151,1921,961906,4156315,42.8,0.0075,1.223
48001950800,48,001,950800,"45-54",0.03736,95230,3558,934511,3194409,33.5,0.0105,1.2122
48001950800,48,001,950800,"55-64",0.111502,91672,10222,865614,2259898,24.7,0.0227,1.217
48001950800,48,001,950800,"65-74",0.287511,81451,23418,697416,1394284,17.1,0.0542,1.2473
48001950800,48,001,950800,"75-84",0.362164,58033,21017,475239,696868,12,0.0651,1.1791
48001950800,48,001,950800,"85 and older",1,37015,37015,221629,221629,6,0.041,1.4696
48001950901,48,001,950901,"Under 1",0.006754,100000,675,99392,7568877,75.7,0.0014,1.0984
48001950901,48,001,950901,"1-4",0.001457,99325,145,397009,7469485,75.2,0.0004,1.1003
48001950901,48,001,950901,"5-14",0.001634,99180,162,990988,7072477,71.3,0.0003,1.1015
48001950901,48,001,950901,"15-24",0.009578,99018,948,985436,6081489,61.4,0.0014,1.1032
48001950901,48,001,950901,"25-34",0.01404,98069,1377,973810,5096053,52,0.0022,1.1109
48001950901,48,001,950901,"35-44",0.023768,96693,2298,955434,4122244,42.6,0.0028,1.1219
48001950901,48,001,950901,"45-54",0.054856,94394,5178,918053,3166809,33.5,0.0045,1.1439
48001950901,48,001,950901,"55-64",0.109204,89216,9743,843449,2248757,25.2,0.0105,1.2018
48001950901,48,001,950901,"65-74",0.212382,79473,16879,710341,1405308,17.7,0.0241,1.3224
48001950901,48,001,950901,"75-84",0.433969,62595,27164,490126,694967,11.1,0.0594,1.6051
48001950901,48,001,950901,"85 and older",1,35431,35431,204841,204841,5.8,0.0778,2.6006
48001950902,48,001,950902,"Under 1",0.005549,100000,555,99501,8601304,86,0.0072,3.1194
48001950902,48,001,950902,"1-4",0.001134,99445,113,397555,8501803,85.5,0.0003,3.0732
48001950902,48,001,950902,"5-14",0.001207,99332,120,992724,8104249,81.6,0.0002,3.0766
48001950902,48,001,950902,"15-24",0.008203,99212,814,988056,7111525,71.7,0.0014,3.0803
48001950902,48,001,950902,"25-34",0.004448,98399,438,981798,6123469,62.2,0.0045,3.1043
48001950902,48,001,950902,"35-44",0.014468,97961,1417,972523,5141671,52.5,0.0065,3.1072
48001950902,48,001,950902,"45-54",0.017844,96544,1723,956823,4169149,43.2,0.0072,3.1367
48001950902,48,001,950902,"55-64",0.050749,94821,4812,924149,3212326,33.9,0.0122,3.1811
48001950902,48,001,950902,"65-74",0.095352,90009,8582,857176,2288177,25.4,0.0203,3.3284
48001950902,48,001,950902,"75-84",0.170326,81426,13869,744919,1431001,17.6,0.0381,3.6442
48001950902,48,001,950902,"85 and older",1,67557,67557,686083,686083,10.2,0.042,4.3367
48001951000,48,001,951000,"Under 1",0.004906,100000,491,99558,8253431,82.5,0.0036,1.8877
48001951000,48,001,951000,"1-4",0.001289,99509,128,397781,8153873,81.9,0.0003,1.8734
48001951000,48,001,951000,"5-14",0.001722,99381,171,992955,7756092,78,0.0017,1.8757
48001951000,48,001,951000,"15-24",0.003942,99210,391,990144,6763137,68.2,0.0028,1.8746
48001951000,48,001,951000,"25-34",0.008342,98819,824,984067,5772993,58.4,0.0043,1.8734
48001951000,48,001,951000,"35-44",0.01157,97995,1134,974276,4788926,48.9,0.0045,1.8748
48001951000,48,001,951000,"45-54",0.060517,96861,5862,939299,3814650,39.4,0.0111,1.8858
48001951000,48,001,951000,"55-64",0.07917,90999,7204,873968,2875351,31.6,0.0135,1.9603
48001951000,48,001,951000,"65-74",0.112117,83795,9395,790972,2001383,23.9,0.0182,2.086
48001951000,48,001,951000,"75-84",0.369634,74400,27501,606495,1210411,16.3,0.0549,2.3088
48001951000,48,001,951000,"85 and older",1,46899,46899,603916,603916,12.9,0.02,3.3153
48001951100,48,001,951100,"Under 1",0.00714,100000,714,99357,7505457,75.1,0.0012,1.0917
48001951100,48,001,951100,"1-4",0.001555,99286,154,396835,7406099,74.6,0.0004,1.0959
48001951100,48,001,951100,"5-14",0.00183,99132,181,990409,7009264,70.7,0.0003,1.0972
48001951100,48,001,951100,"15-24",0.010148,98950,1004,984481,6018854,60.8,0.0016,1.099
48001951100,48,001,951100,"25-34",0.015794,97946,1547,971726,5034373,51.4,0.0026,1.1066
48001951100,48,001,951100,"35-44",0.026103,96399,2516,951409,4062647,42.1,0.0041,1.1173
48001951100,48,001,951100,"45-54",0.058902,93883,5530,911178,3111238,33.1,0.0078,1.136
48001951100,48,001,951100,"55-64",0.113474,88353,10026,833400,2200060,24.9,0.0119,1.1815
48001951100,48,001,951100,"65-74",0.220557,78327,17276,696893,1366660,17.4,0.0194,1.2981
48001951100,48,001,951100,"75-84",0.453346,61052,27677,472128,669766,11,0.0486,1.6171
48001951100,48,001,951100,"85 and older",1,33374,33374,197638,197638,5.9,0.0797,2.794
48003950100,48,003,950100,"Under 1",0.003617,100000,362,99674,7886763,78.9,0.0008,3.4755
48003950100,48,003,950100,"1-4",0.011452,99638,1141,396271,7787089,78.2,0.0086,3.4876
48003950100,48,003,950100,"5-14",0.000862,98497,85,984548,7390818,75,0.0002,3.4644
48003950100,48,003,950100,"15-24",0.011547,98412,1136,978441,6406271,65.1,0.0083,3.4673
48003950100,48,003,950100,"25-34",0.016502,97276,1605,964733,5427829,55.8,0.0121,3.4701
48003950100,48,003,950100,"35-44",0.005048,95671,483,954292,4463096,46.7,0.0051,3.4709
48003950100,48,003,950100,"45-54",0.041068,95188,3909,932332,3508804,36.9,0.0151,3.4819
48003950100,48,003,950100,"55-64",0.047782,91279,4361,890979,2576472,28.2,0.019,3.5933
48003950100,48,003,950100,"65-74",0.194805,86917,16932,784512,1685493,19.4,0.0616,3.7419
48003950100,48,003,950100,"75-84",0.179806,69985,12584,636934,900980,12.9,0.0551,4.4414
48003950100,48,003,950100,"85 and older",1,57401,57401,264047,264047,4.6,0.2541,5.3766
48003950200,48,003,950200,"Under 1",0.005957,100000,596,99464,7638926,76.4,0.0036,1.2721
48003950200,48,003,950200,"1-4",0.000776,99404,77,397463,7539462,75.8,0.0002,1.2488
48003950200,48,003,950200,"5-14",0.001854,99327,184,992351,7142000,71.9,0.0019,1.2497
48003950200,48,003,950200,"15-24",0.022157,99143,2197,980447,6149649,62,0.0061,1.2456
48003950200,48,003,950200,"25-34",0.021776,96946,2111,958908,5169201,53.3,0.0064,1.22
48003950200,48,003,950200,"35-44",0.021963,94835,2083,937939,4210293,44.4,0.0066,1.2048
48003950200,48,003,950200,"45-54",0.037439,92752,3473,910161,3272354,35.3,0.0088,1.2012
48003950200,48,003,950200,"55-64",0.089434,89280,7985,852875,2362193,26.5,0.0166,1.2145
48003950200,48,003,950200,"65-74",0.197104,81295,16024,732834,1509318,18.6,0.0353,1.2623
48003950200,48,003,950200,"75-84",0.416048,65272,27156,516935,776484,11.9,0.0659,1.3856
48003950200,48,003,950200,"85 and older",1,38116,38116,259548,259548,6.8,0.0423,1.9633
48003950300,48,003,950300,"Under 1",0.00155,100000,155,99860,7419531,74.2,0.0016,1.0838
48003950300,48,003,950300,"1-4",0.001515,99845,151,399077,7319670,73.3,0.0015,1.0792
48003950300,48,003,950300,"5-14",0.001118,99694,111,996380,6920593,69.4,0.0002,1.0753
48003950300,48,003,950300,"15-24",0.008303,99582,827,991689,5924213,59.5,0.0049,1.0765
48003950300,48,003,950300,"25-34",0.017976,98755,1775,978678,4932524,49.9,0.0071,1.0505
48003950300,48,003,950300,"35-44",0.012658,96980,1228,963664,3953847,40.8,0.0065,1.0169
48003950300,48,003,950300,"45-54",0.056554,95753,5415,930450,2990183,31.2,0.015,1.0016
48003950300,48,003,950300,"55-64",0.126521,90337,11430,846226,2059733,22.8,0.0295,0.9649
48003950300,48,003,950300,"65-74",0.219858,78908,17349,702336,1213507,15.4,0.0501,0.8637
48003950300,48,003,950300,"75-84",0.50237,61559,30926,460966,511171,8.3,0.0993,0.7049
48003950300,48,003,950300,"85 and older",1,30634,30634,50205,50205,1.6,0.1872,0.5028
48003950400,48,003,950400,"Under 1",0.004954,100000,495,99554,7442596,74.4,0.0036,1.6461
48003950400,48,003,950400,"1-4",0.006005,99505,598,396823,7343042,73.8,0.0044,1.6323
48003950400,48,003,950400,"5-14",0.001153,98907,114,988500,6946218,70.2,0.0002,1.6109
48003950400,48,003,950400,"15-24",0.008091,98793,799,983933,5957719,60.3,0.0058,1.6126
48003950400,48,003,950400,"25-34",0.027829,97994,2727,966301,4973785,50.8,0.0119,1.5926
48003950400,48,003,950400,"35-44",0.009756,95267,929,948019,4007484,42.1,0.007,1.5327
48003950400,48,003,950400,"45-54",0.051993,94337,4905,918847,3059465,32.4,0.0144,1.5251
48003950400,48,003,950400,"55-64",0.153011,89432,13684,825902,2140618,23.9,0.0326,1.5472
48003950400,48,003,950400,"65-74",0.194099,75748,14703,683968,1314716,17.4,0.0505,1.6107
48003950400,48,003,950400,"75-84",0.453752,61045,27700,471957,630748,10.3,0.1273,1.7531
48003950400,48,003,950400,"85 and older",1,33346,33346,158790,158790,4.8,0.0998,2.2634
48005000101,48,005,000101,"Under 1",0.003219,100000,322,99710,7495018,75,0.0024,1.6272
48005000101,48,005,000101,"1-4",0.001912,99678,191,398331,7395308,74.2,0.002,1.6226
48005000101,48,005,000101,"5-14",0.002258,99488,225,993753,6996977,70.3,0.0023,1.6194
48005000101,48,005,000101,"15-24",0.013363,99263,1326,985997,6003224,60.5,0.0058,1.6161
48005000101,48,005,000101,"25-34",0.026373,97936,2583,966450,5017227,51.2,0.0086,1.6045
48005000101,48,005,000101,"35-44",0.024358,95354,2323,941923,4050777,42.5,0.0073,1.594
48005000101,48,005,000101,"45-54",0.077121,93031,7175,894437,3108854,33.4,0.0161,1.608
48005000101,48,005,000101,"55-64",0.1198,85856,10286,807135,2214417,25.8,0.0186,1.6571
48005000101,48,005,000101,"65-74",0.179975,75571,13601,687703,1407282,18.6,0.031,1.8149
48005000101,48,005,000101,"75-84",0.516214,61970,31990,459750,719578,11.6,0.0934,2.1222
48005000101,48,005,000101,"85 and older",1,29980,29980,259828,259828,8.7,0.0467,3.5051
48005000102,48,005,000102,"Under 1",0.005378,100000,538,99516,7823204,78.2,0.001,2.1385
48005000102,48,005,000102,"1-4",0.001021,99462,102,397646,7723688,77.7,0.0002,2.1486
48005000102,48,005,000102,"5-14",0.001179,99361,117,993021,7326042,73.7,0.0002,2.1507
48005000102,48,005,000102,"15-24",0.007491,99243,743,988718,6333022,63.8,0.0011,2.1532
48005000102,48,005,000102,"25-34",0.009878,98500,973,980136,5344304,54.3,0.0012,2.1685
48005000102,48,005,000102,"35-44",0.017568,97527,1713,966704,4364168,44.7,0.0022,2.1893
48005000102,48,005,000102,"45-54",0.042148,95814,4038,937945,3397464,35.5,0.0046,2.2266
48005000102,48,005,000102,"55-64",0.083147,91775,7631,879599,2459519,26.8,0.0099,2.3195
48005000102,48,005,000102,"65-74",0.172052,84145,14477,769059,1579920,18.8,0.0244,2.5169
48005000102,48,005,000102,"75-84",0.385845,69667,26881,562269,810860,11.6,0.0696,3
48005000102,48,005,000102,"85 and older",1,42787,42787,248591,248591,5.8,0.1401,4.7288
48005000200,48,005,000200,"Under 1",0.01879,100000,1879,98309,7203668,72,0.0134,1.7555
48005000200,48,005,000200,"1-4",0.003217,98121,316,391853,7105359,72.4,0.0023,1.4825
48005000200,48,005,000200,"5-14",0.002614,97805,256,976775,6713506,68.6,0.0019,1.478
48005000200,48,005,000200,"15-24",0.014081,97550,1374,968629,5736731,58.8,0.0061,1.477
48005000200,48,005,000200,"25-34",0.018676,96176,1796,952780,4768102,49.6,0.0059,1.459
48005000200,48,005,000200,"35-44",0.040641,94380,3836,924621,3815322,40.4,0.0116,1.4614
48005000200,48,005,000200,"45-54",0.073829,90544,6685,872018,2890701,31.9,0.0153,1.456
48005000200,48,005,000200,"55-64",0.106509,83859,8932,793935,2018682,24.1,0.017,1.4973
48005000200,48,005,000200,"65-74",0.269841,74928,20219,648184,1224747,16.3,0.0435,1.6258
48005000200,48,005,000200,"75-84",0.578854,54709,31669,388748,576563,10.5,0.0983,2.0256
48005000200,48,005,000200,"85 and older",1,23041,23041,187815,187815,8.2,0.0557,3.7017
48005000301,48,005,000301,"Under 1",0.003281,100000,328,99705,7638932,76.4,0.0033,1.4402
48005000301,48,005,000301,"1-4",0.004,99672,399,397890,7539227,75.6,0.0041,1.4223
48005000301,48,005,000301,"5-14",0.002621,99273,260,991431,7141337,71.9,0.0026,1.3955
48005000301,48,005,000301,"15-24",0.016374,99013,1621,982024,6149906,62.1,0.0066,1.3878
48005000301,48,005,000301,"25-34",0.018825,97392,1833,964751,5167882,53.1,0.0087,1.3558
48005000301,48,005,000301,"35-44",0.022779,95558,2177,944700,4203131,44,0.0072,1.3113
48005000301,48,005,000301,"45-54",0.047442,93382,4430,911665,3258431,34.9,0.0107,1.3092
48005000301,48,005,000301,"55-64",0.122682,88951,10913,834950,2346766,26.4,0.022,1.3282
48005000301,48,005,000301,"65-74",0.168608,78039,13158,714597,1511816,19.4,0.03,1.3854
48005000301,48,005,000301,"75-84",0.376128,64881,24403,526790,797219,12.3,0.0688,1.5448
48005000301,48,005,000301,"85 and older",1,40477,40477,270430,270430,6.7,0.0474,2.1147
48005000302,48,005,000302,"Under 1",0.006368,100000,637,99427,7870257,78.7,0.0038,2.4581
48005000302,48,005,000302,"1-4",0.001785,99363,177,397098,7770830,78.2,0.0018,2.4551
48005000302,48,005,000302,"5-14",0.001944,99186,193,990894,7373732,74.3,0.002,2.4557
48005000302,48,005,000302,"15-24",0.017422,98993,1725,981307,6382838,64.5,0.0075,2.4567
48005000302,48,005,000302,"25-34",0.008135,97268,791,968728,5401530,55.5,0.0048,2.4574
48005000302,48,005,000302,"35-44",0.028299,96477,2730,951121,4432802,45.9,0.0105,2.4653
48005000302,48,005,000302,"45-54",0.045161,93747,4234,916302,3481681,37.1,0.0107,2.496
48005000302,48,005,000302,"55-64",0.13907,89513,12449,832890,2565379,28.7,0.028,2.5869
48005000302,48,005,000302,"65-74",0.225636,77065,17389,683704,1732489,22.5,0.0438,2.8691
48005000302,48,005,000302,"75-84",0.439189,59676,26209,465716,1048785,17.6,0.0852,3.4778
48005000302,48,005,000302,"85 and older",1,33467,33467,583070,583070,17.4,0.0171,5.1809
48005000400,48,005,000400,"Under 1",0.003256,100000,326,99707,7374157,73.7,0.0034,1.5204
48005000400,48,005,000400,"1-4",0.001122,99674,112,398474,7274450,73,0.0002,1.5048
48005000400,48,005,000400,"5-14",0.001401,99563,140,994929,6875976,69.1,0.0004,1.5064
48005000400,48,005,000400,"15-24",0.008983,99423,893,989766,5881047,59.2,0.0048,1.5083
48005000400,48,005,000400,"25-34",0.028031,98530,2762,971491,4891282,49.6,0.0095,1.4986
48005000400,48,005,000400,"35-44",0.029155,95768,2792,943721,3919791,40.9,0.0102,1.4748
48005000400,48,005,000400,"45-54",0.040476,92976,3763,910944,2976070,32,0.0121,1.4682
48005000400,48,005,000400,"55-64",0.204626,89213,18255,800852,2065126,23.1,0.044,1.4885
48005000400,48,005,000400,"65-74",0.199726,70958,14172,638715,1264274,17.8,0.0337,1.3811
48005000400,48,005,000400,"75-84",0.496289,56785,28182,426944,625559,11,0.1033,1.5886
48005000400,48,005,000400,"85 and older",1,28603,28603,198615,198615,6.9,0.0412,1.9859
48005000500,48,005,000500,"Under 1",0.017356,100000,1736,98438,7008325,70.1,0.0093,1.7392
48005000500,48,005,000500,"1-4",0.001122,98264,110,392837,6909887,70.3,0.0003,1.6361
48005000500,48,005,000500,"5-14",0.01432,98154,1406,974514,6517050,66.4,0.0085,1.6379
48005000500,48,005,000500,"15-24",0.009339,96749,904,962968,5542536,57.3,0.0048,1.5725
48005000500,48,005,000500,"25-34",0.046948,95845,4500,935952,4579568,47.8,0.0164,1.5665
48005000500,48,005,000500,"35-44",0.050879,91345,4648,890215,3643616,39.9,0.0171,1.45
48005000500,48,005,000500,"45-54",0.058376,86698,5061,841672,2753401,31.8,0.0139,1.3769
48005000500,48,005,000500,"55-64",0.195324,81637,15946,736639,1911729,23.4,0.0308,1.401
48005000500,48,005,000500,"65-74",0.292208,65691,19195,560934,1175090,17.9,0.0513,1.5042
48005000500,48,005,000500,"75-84",0.345584,46496,16068,384616,614156,13.2,0.0566,1.6657
48005000500,48,005,000500,"85 and older",1,30427,30427,229541,229541,7.5,0.0405,2.3023
48005000600,48,005,000600,"Under 1",0.008548,100000,855,99231,7453859,74.5,0.0029,0.8733
48005000600,48,005,000600,"1-4",0.001122,99145,111,396358,7354628,74.2,0.0002,0.8533
48005000600,48,005,000600,"5-14",0.001401,99034,139,989646,6958269,70.3,0.0002,0.8541
48005000600,48,005,000600,"15-24",0.008983,98895,888,984511,5968623,60.4,0.0009,0.8552
48005000600,48,005,000600,"25-34",0.013901,98007,1362,973257,4984112,50.9,0.0015,0.8614
48005000600,48,005,000600,"35-44",0.025093,96645,2425,954320,4010855,41.5,0.003,0.8706
48005000600,48,005,000600,"45-54",0.06148,94219,5793,913231,3056536,32.4,0.0062,0.8855
48005000600,48,005,000600,"55-64",0.132484,88427,11715,825692,2143305,24.2,0.015,0.9235
48005000600,48,005,000600,"65-74",0.23668,76712,18156,676336,1317612,17.2,0.0297,0.993
48005000600,48,005,000600,"75-84",0.43829,58556,25664,457234,641276,11,0.0599,1.1435
48005000600,48,005,000600,"85 and older",1,32891,32891,184042,184042,5.6,0.0541,1.6935
48005000700,48,005,000700,"Under 1",0.003221,100000,322,99710,7464226,74.6,0.0023,1.3364
48005000700,48,005,000700,"1-4",0.001159,99678,116,398481,7364516,73.9,0.0002,1.3293
48005000700,48,005,000700,"5-14",0.001363,99562,136,994945,6966035,70,0.0002,1.3307
48005000700,48,005,000700,"15-24",0.008231,99427,818,990175,5971090,60.1,0.0049,1.3325
48005000700,48,005,000700,"25-34",0.002478,98608,244,984862,4980914,50.5,0.0025,1.3154
48005000700,48,005,000700,"35-44",0.010534,98364,1036,978459,3996053,40.6,0.0063,1.3137
48005000700,48,005,000700,"45-54",0.074813,97328,7281,936871,3017594,31,0.0206,1.3079
48005000700,48,005,000700,"55-64",0.125261,90046,11279,844068,2080722,23.1,0.0301,1.2673
48005000700,48,005,000700,"65-74",0.190476,78767,15003,712655,1236654,15.7,0.0514,1.2622
48005000700,48,005,000700,"75-84",0.489237,63764,31196,481661,523999,8.2,0.1427,1.3145
48005000700,48,005,000700,"85 and older",1,32568,32568,42339,42339,1.3,1.1111,1.8778
48005000800,48,005,000800,"Under 1",0.003925,100000,393,99647,7764361,77.6,0.0029,1.6976
48005000800,48,005,000800,"1-4",0.001757,99607,175,398080,7664714,76.9,0.0018,1.689
48005000800,48,005,000800,"5-14",0.001659,99432,165,993500,7266635,73.1,0.0017,1.6866
48005000800,48,005,000800,"15-24",0.008138,99268,808,988636,6273135,63.2,0.0042,1.6855
48005000800,48,005,000800,"25-34",0.025375,98460,2498,972104,5284499,53.7,0.0085,1.6807
48005000800,48,005,000800,"35-44",0.024096,95961,2312,948051,4312394,44.9,0.0085,1.6685
48005000800,48,005,000800,"45-54",0.067251,93649,6298,904999,3364344,35.9,0.0146,1.6719
48005000800,48,005,000800,"55-64",0.10197,87351,8907,828974,2459344,28.2,0.0198,1.7155
48005000800,48,005,000800,"65-74",0.205775,78444,16142,703729,1630370,20.8,0.0429,1.8242
48005000800,48,005,000800,"75-84",0.31772,62302,19795,524047,926641,14.9,0.0496,2.0309
48005000800,48,005,000800,"85 and older",1,42507,42507,402594,402594,9.5,0.031,2.7847
48005000901,48,005,000901,"Under 1",0.002791,100000,279,99749,7941232,79.4,0.002,1.1777
48005000901,48,005,000901,"1-4",0.000859,99721,86,398712,7841483,78.6,0.0002,1.1697
48005000901,48,005,000901,"5-14",0.004039,99635,402,994340,7442771,74.7,0.0029,1.1706
48005000901,48,005,000901,"15-24",0.00853,99233,846,988096,6448430,65,0.004,1.1573
48005000901,48,005,000901,"25-34",0.011585,98386,1140,978165,5460334,55.5,0.0054,1.141
48005000901,48,005,000901,"35-44",0.009416,97247,916,967888,4482169,46.1,0.0044,1.1199
48005000901,48,005,000901,"45-54",0.041705,96331,4018,943222,3514281,36.5,0.0116,1.1155
48005000901,48,005,000901,"55-64",0.067644,92313,6244,891912,2571060,27.9,0.0137,1.0944
48005000901,48,005,000901,"65-74",0.181438,86069,15616,782609,1679148,19.5,0.0338,1.1175
48005000901,48,005,000901,"75-84",0.407616,70453,28718,560940,896539,12.7,0.0572,1.1519
48005000901,48,005,000901,"85 and older",1,41735,41735,335599,335599,8,0.0229,1.482
48005000902,48,005,000902,"Under 1",0.004682,100000,468,99579,7955900,79.6,0.0016,1.338
48005000902,48,005,000902,"1-4",0.000705,99532,70,397987,7856322,78.9,0.0002,1.338
48005000902,48,005,000902,"5-14",0.000787,99462,78,994225,7458335,75,0.0002,1.3388
48005000902,48,005,000902,"15-24",0.002463,99383,245,992610,6464110,65,0.0025,1.3398
48005000902,48,005,000902,"25-34",0.011001,99139,1091,985933,5471500,55.2,0.0066,1.3348
48005000902,48,005,000902,"35-44",0.01519,98048,1489,973033,4485568,45.7,0.0091,1.3067
48005000902,48,005,000902,"45-54",0.035613,96559,3439,948393,3512535,36.4,0.0172,1.2701
48005000902,48,005,000902,"55-64",0.044944,93120,4185,910273,2564143,27.5,0.0131,1.1822
48005000902,48,005,000902,"65-74",0.067593,88935,6011,859291,1653870,18.6,0.0188,1.1949
48005000902,48,005,000902,"75-84",0.351035,82923,29109,683689,794579,9.6,0.0877,1.2472
48005000902,48,005,000902,"85 and older",1,53814,53814,110890,110890,2.1,0.393,1.6685
48005001001,48,005,001001,"Under 1",0.001825,100000,183,99836,7806693,78.1,0.0018,1.8362
48005001001,48,005,001001,"1-4",0.001265,99817,126,399017,7706858,77.2,0.0003,1.8338
48005001001,48,005,001001,"5-14",0.001729,99691,172,996050,7307840,73.3,0.0003,1.8361
48005001001,48,005,001001,"15-24",0.026178,99519,2605,982162,6311790,63.4,0.0089,1.8391
48005001001,48,005,001001,"25-34",0.010155,96914,984,964215,5329628,55,0.0052,1.8076
48005001001,48,005,001001,"35-44",0.013576,95929,1302,952783,4365413,45.5,0.0053,1.8068
48005001001,48,005,001001,"45-54",0.064984,94627,6149,915525,3412630,36.1,0.0145,1.8184
48005001001,48,005,001001,"55-64",0.068296,88478,6043,854565,2497105,28.2,0.0126,1.8755
48005001001,48,005,001001,"65-74",0.229446,82435,18914,729780,1642540,19.9,0.0413,1.9846
48005001001,48,005,001001,"75-84",0.340012,63521,21598,527219,912760,14.4,0.0692,2.3571
48005001001,48,005,001001,"85 and older",1,41923,41923,385541,385541,9.2,0.0384,3.2465
48005001002,48,005,001002,"Under 1",0.003331,100000,333,99700,7855707,78.6,0.0034,1.7751
48005001002,48,005,001002,"1-4",0.00657,99667,655,397358,7756007,77.8,0.0049,1.7604
48005001002,48,005,001002,"5-14",0.00251,99012,249,988878,7358649,74.3,0.0025,1.732
