"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","Age Group","nq(x)","l(x)","nd(x)","nL(x)","T(x)","e(x)","se(nq(x))","se(e(x))"
48245006900,48,245,006900,"65-74",0.224654,76115,17099,675648,1315230,17.3,0.0458,1.3268
48245006900,48,245,006900,"75-84",0.479042,59015,28271,448797,639581,10.8,0.0893,1.4323
48245006900,48,245,006900,"85 and older",1,30744,30744,190784,190784,6.2,0.0511,1.9672
48245007001,48,245,007001,"Under 1",0.012354,100000,1235,98888,7243248,72.4,0.0044,1.4379
48245007001,48,245,007001,"1-4",0.001266,98765,125,394808,7144360,72.3,0.0003,1.4187
48245007001,48,245,007001,"5-14",0.002896,98640,286,984967,6749552,68.4,0.0029,1.4204
48245007001,48,245,007001,"15-24",0.013076,98354,1286,977109,5764585,58.6,0.0047,1.4121
48245007001,48,245,007001,"25-34",0.022305,97068,2165,959853,4787476,49.3,0.0082,1.4073
48245007001,48,245,007001,"35-44",0.024132,94903,2290,937577,3827623,40.3,0.0077,1.3888
48245007001,48,245,007001,"45-54",0.049591,92613,4593,903162,2890046,31.2,0.0129,1.3945
48245007001,48,245,007001,"55-64",0.211203,88020,18590,787248,1986885,22.6,0.0332,1.4187
48245007001,48,245,007001,"65-74",0.326012,69430,22635,581123,1199637,17.3,0.0545,1.5353
48245007001,48,245,007001,"75-84",0.483619,46795,22631,354794,618514,13.2,0.0758,1.7365
48245007001,48,245,007001,"85 and older",1,24164,24164,263720,263720,10.9,0.0203,2.4198
48245007002,48,245,007002,"Under 1",0.002903,100000,290,99739,7652306,76.5,0.003,1.6829
48245007002,48,245,007002,"1-4",0.002854,99710,285,398270,7552567,75.7,0.0029,1.6724
48245007002,48,245,007002,"5-14",0.006037,99425,600,991250,7154297,72,0.0043,1.6631
48245007002,48,245,007002,"15-24",0.008336,98825,824,984130,6163047,62.4,0.0049,1.6472
48245007002,48,245,007002,"25-34",0.008288,98001,812,975950,5178917,52.8,0.0043,1.6359
48245007002,48,245,007002,"35-44",0.023125,97189,2248,960651,4202966,43.2,0.0092,1.6364
48245007002,48,245,007002,"45-54",0.060514,94941,5745,920687,3242315,34.2,0.0157,1.6338
48245007002,48,245,007002,"55-64",0.138013,89196,12310,830410,2321628,26,0.0286,1.6596
48245007002,48,245,007002,"65-74",0.248411,76886,19099,673362,1491219,19.4,0.0528,1.7468
48245007002,48,245,007002,"75-84",0.382309,57787,22092,467404,817856,14.2,0.074,1.8953
48245007002,48,245,007002,"85 and older",1,35694,35694,350453,350453,9.8,0.026,2.5022
48245007100,48,245,007100,"Under 1",0.006884,100000,688,99380,7300270,73,0.0017,1.2606
48245007100,48,245,007100,"1-4",0.005115,99312,508,396231,7200890,72.5,0.004,1.2634
48245007100,48,245,007100,"5-14",0.001167,98804,115,987460,6804659,68.9,0.0002,1.2376
48245007100,48,245,007100,"15-24",0.009703,98688,958,982096,5817199,58.9,0.0058,1.239
48245007100,48,245,007100,"25-34",0.018416,97731,1800,968309,4835103,49.5,0.0087,1.2099
48245007100,48,245,007100,"35-44",0.039526,95931,3792,940351,3866794,40.3,0.0177,1.1647
48245007100,48,245,007100,"45-54",0.052507,92139,4838,897203,2926443,31.8,0.0134,1.0057
48245007100,48,245,007100,"55-64",0.111893,87301,9768,824171,2029240,23.2,0.023,0.9831
48245007100,48,245,007100,"65-74",0.266183,77533,20638,672140,1205069,15.5,0.0516,0.9707
48245007100,48,245,007100,"75-84",0.47046,56895,26767,435116,532929,9.4,0.0748,0.8547
48245007100,48,245,007100,"85 and older",1,30128,30128,97813,97813,3.2,0.106,1.1175
48245010100,48,245,010100,"Under 1",0.004923,100000,492,99557,7835789,78.4,0.0029,2.5998
48245010100,48,245,010100,"1-4",0.001211,99508,121,397790,7736232,77.7,0.0002,2.6026
48245010100,48,245,010100,"5-14",0.001352,99387,134,993200,7338442,73.8,0.0002,2.6057
48245010100,48,245,010100,"15-24",0.011038,99253,1096,987050,6345243,63.9,0.0065,2.6092
48245010100,48,245,010100,"25-34",0.006911,98157,678,978181,5358193,54.6,0.0049,2.6092
48245010100,48,245,010100,"35-44",0.005068,97479,494,972319,4380012,44.9,0.0051,2.6156
48245010100,48,245,010100,"45-54",0.044218,96985,4288,948406,3407693,35.1,0.0129,2.6208
48245010100,48,245,010100,"55-64",0.093458,92696,8663,883648,2459287,26.5,0.0256,2.7087
48245010100,48,245,010100,"65-74",0.340681,84033,28629,697189,1575639,18.8,0.0971,2.9116
48245010100,48,245,010100,"75-84",0.263653,55405,14608,481008,878450,15.9,0.0899,3.1739
48245010100,48,245,010100,"85 and older",1,40797,40797,397442,397442,9.7,0.0413,3.9164
48245010200,48,245,010200,"Under 1",0.009355,100000,935,99158,7493391,74.9,0.0069,1.9019
48245010200,48,245,010200,"1-4",0.00365,99065,362,395535,7394233,74.6,0.0037,1.8463
48245010200,48,245,010200,"5-14",0.001184,98703,117,986445,6998698,70.9,0.0002,1.8332
48245010200,48,245,010200,"15-24",0.006439,98586,635,982687,6012253,61,0.0065,1.8353
48245010200,48,245,010200,"25-34",0.012463,97951,1221,973409,5029566,51.3,0.0024,1.8095
48245010200,48,245,010200,"35-44",0.026059,96730,2521,954701,4056158,41.9,0.0134,1.8287
48245010200,48,245,010200,"45-54",0.047202,94210,4447,919864,3101457,32.9,0.019,1.8035
48245010200,48,245,010200,"55-64",0.142857,89763,12823,833513,2181593,24.3,0.043,1.8008
48245010200,48,245,010200,"65-74",0.157385,76940,12109,708851,1348080,17.5,0.0489,1.7712
48245010200,48,245,010200,"75-84",0.509915,64831,33058,483015,639229,9.9,0.1627,1.9166
48245010200,48,245,010200,"85 and older",1,31772,31772,156215,156215,4.9,0.0873,2.1094
48245010300,48,245,010300,"Under 1",0.021891,100000,2189,98030,7284913,72.8,0.0209,2.0462
48245010300,48,245,010300,"1-4",0.001159,97811,113,391017,7186883,73.5,0.0004,1.3594
48245010300,48,245,010300,"5-14",0.002998,97698,293,975511,6795866,69.6,0.003,1.3606
48245010300,48,245,010300,"15-24",0.004446,97405,433,971882,5820355,59.8,0.0045,1.3503
48245010300,48,245,010300,"25-34",0.020024,96972,1942,960007,4848473,50,0.0098,1.3332
48245010300,48,245,010300,"35-44",0.021398,95030,2033,940131,3888466,40.9,0.0128,1.2811
48245010300,48,245,010300,"45-54",0.033755,92996,3139,914268,2948335,31.7,0.0129,1.2175
48245010300,48,245,010300,"55-64",0.094697,89857,8509,856027,2034067,22.6,0.0293,1.2048
48245010300,48,245,010300,"65-74",0.232172,81348,18887,719047,1178040,14.5,0.061,1.1722
48245010300,48,245,010300,"75-84",0.712435,62461,44500,402115,458993,7.3,0.1328,1.1691
48245010300,48,245,010300,"85 and older",1,17962,17962,56879,56879,3.2,0.151,1.5146
48245010400,48,245,010400,"Under 1",0.005753,100000,575,99482,7660365,76.6,0.0016,1.6214
48245010400,48,245,010400,"1-4",0.000925,99425,92,397515,7560882,76,0.0003,1.6263
48245010400,48,245,010400,"5-14",0.000911,99333,90,992875,7163368,72.1,0.0002,1.6277
48245010400,48,245,010400,"15-24",0.009062,99242,899,987926,6170492,62.2,0.0066,1.6292
48245010400,48,245,010400,"25-34",0.009823,98343,966,978599,5182566,52.7,0.0071,1.5992
48245010400,48,245,010400,"35-44",0.02994,97377,2915,959192,4203967,43.2,0.0129,1.5775
48245010400,48,245,010400,"45-54",0.059633,94461,5633,916449,3244775,34.4,0.0183,1.5398
48245010400,48,245,010400,"55-64",0.104397,88828,9273,841917,2328326,26.2,0.0216,1.5203
48245010400,48,245,010400,"65-74",0.235219,79555,18713,701985,1486410,18.7,0.0504,1.5987
48245010400,48,245,010400,"75-84",0.411241,60842,25021,483317,784424,12.9,0.0711,1.7254
48245010400,48,245,010400,"85 and older",1,35821,35821,301107,301107,8.4,0.0346,2.443
48245010500,48,245,010500,"Under 1",0.00964,100000,964,99132,7664004,76.6,0.0078,1.63
48245010500,48,245,010500,"1-4",0.001112,99036,110,395924,7564871,76.4,0.0003,1.5292
48245010500,48,245,010500,"5-14",0.001172,98926,116,988680,7168947,72.5,0.0002,1.5307
48245010500,48,245,010500,"15-24",0.010567,98810,1044,982879,6180268,62.5,0.0063,1.5325
48245010500,48,245,010500,"25-34",0.016279,97766,1592,969701,5197388,53.2,0.0066,1.5041
48245010500,48,245,010500,"35-44",0.0203,96174,1952,951981,4227687,44,0.0097,1.4937
48245010500,48,245,010500,"45-54",0.066611,94222,6276,910838,3275706,34.8,0.019,1.4726
48245010500,48,245,010500,"55-64",0.128888,87946,11335,822782,2364867,26.9,0.0245,1.4383
48245010500,48,245,010500,"65-74",0.180072,76611,13795,697129,1542086,20.1,0.0425,1.4922
48245010500,48,245,010500,"75-84",0.38254,62815,24029,508005,844957,13.5,0.0669,1.5485
48245010500,48,245,010500,"85 and older",1,38786,38786,336952,336952,8.7,0.0268,2.0227
48245010600,48,245,010600,"Under 1",0.011655,100000,1166,98951,7466059,74.7,0.0054,1.3941
48245010600,48,245,010600,"1-4",0.000986,98834,97,395143,7367108,74.5,0.0003,1.3491
48245010600,48,245,010600,"5-14",0.001048,98737,103,986853,6971965,70.6,0.0002,1.3503
48245010600,48,245,010600,"15-24",0.005836,98634,576,983457,5985113,60.7,0.0043,1.3516
48245010600,48,245,010600,"25-34",0.024056,98058,2359,968785,5001655,51,0.0085,1.3383
48245010600,48,245,010600,"35-44",0.014829,95699,1419,949895,4032870,42.1,0.0055,1.3081
48245010600,48,245,010600,"45-54",0.086251,94280,8132,902141,3082975,32.7,0.0186,1.3108
48245010600,48,245,010600,"55-64",0.117302,86148,10105,810956,2180834,25.3,0.024,1.2945
48245010600,48,245,010600,"65-74",0.208051,76043,15821,681325,1369878,18,0.0449,1.3269
48245010600,48,245,010600,"75-84",0.392235,60222,23621,484115,688553,11.4,0.0677,1.3928
48245010600,48,245,010600,"85 and older",1,36601,36601,204438,204438,5.6,0.063,1.9655
48245010700,48,245,010700,"Under 1",0.005912,100000,591,99468,7899541,79,0.0043,1.7431
48245010700,48,245,010700,"1-4",0.000928,99409,92,397451,7800073,78.5,0.0003,1.7202
48245010700,48,245,010700,"5-14",0.000924,99317,92,992706,7402623,74.5,0.0002,1.7217
48245010700,48,245,010700,"15-24",0.003789,99225,376,990367,6409916,64.6,0.0038,1.7232
48245010700,48,245,010700,"25-34",0.012616,98849,1247,982252,5419549,54.8,0.0077,1.7144
48245010700,48,245,010700,"35-44",0.019352,97602,1889,966573,4437297,45.5,0.01,1.6914
48245010700,48,245,010700,"45-54",0.03647,95713,3491,939676,3470723,36.3,0.0099,1.6732
48245010700,48,245,010700,"55-64",0.124058,92222,11441,865018,2531047,27.4,0.0275,1.7039
48245010700,48,245,010700,"65-74",0.15126,80781,12219,746718,1666028,20.6,0.0388,1.7716
48245010700,48,245,010700,"75-84",0.30721,68562,21063,580308,919310,13.4,0.0552,1.9104
48245010700,48,245,010700,"85 and older",1,47499,47499,339002,339002,7.1,0.0507,2.5827
48245010800,48,245,010800,"Under 1",0.00337,100000,337,99697,7596893,76,0.0035,1.1235
48245010800,48,245,010800,"1-4",0.001079,99663,108,398437,7497196,75.2,0.0003,1.0955
48245010800,48,245,010800,"5-14",0.001102,99555,110,995006,7098760,71.3,0.0002,1.0965
48245010800,48,245,010800,"15-24",0.008034,99446,799,990462,6103754,61.4,0.0047,1.0976
48245010800,48,245,010800,"25-34",0.014361,98647,1417,979384,5113291,51.8,0.0062,1.0727
48245010800,48,245,010800,"35-44",0.018797,97230,1828,963163,4133907,42.5,0.008,1.0471
48245010800,48,245,010800,"45-54",0.035308,95402,3368,937182,3170744,33.2,0.0091,1.021
48245010800,48,245,010800,"55-64",0.109787,92034,10104,869819,2233562,24.3,0.0192,1.0221
48245010800,48,245,010800,"65-74",0.2153,81930,17639,731101,1363743,16.6,0.041,1.049
48245010800,48,245,010800,"75-84",0.47749,64290,30698,489413,632642,9.8,0.0728,1.0888
48245010800,48,245,010800,"85 and older",1,33592,33592,143229,143229,4.3,0.09,1.6363
48245010901,48,245,010901,"Under 1",0.002748,100000,275,99753,7819657,78.2,0.0028,1.3368
48245010901,48,245,010901,"1-4",0.000689,99725,69,398764,7719904,77.4,0.0002,1.3225
48245010901,48,245,010901,"5-14",0.000783,99657,78,996175,7321141,73.5,0.0002,1.3233
48245010901,48,245,010901,"15-24",0.010981,99579,1093,990318,6324965,63.5,0.0065,1.3243
48245010901,48,245,010901,"25-34",0.018825,98485,1854,975580,5334647,54.2,0.0093,1.2806
48245010901,48,245,010901,"35-44",0.008326,96631,805,962287,4359067,45.1,0.006,1.2163
48245010901,48,245,010901,"45-54",0.049822,95826,4774,934393,3396780,35.4,0.0144,1.2018
48245010901,48,245,010901,"55-64",0.05832,91052,5310,883971,2462387,27,0.0165,1.168
48245010901,48,245,010901,"65-74",0.169666,85742,14547,784682,1578416,18.4,0.0359,1.1706
48245010901,48,245,010901,"75-84",0.429864,71194,30604,558925,793734,11.1,0.0664,1.2253
48245010901,48,245,010901,"85 and older",1,40591,40591,234808,234808,5.8,0.0521,1.7442
48245010902,48,245,010902,"Under 1",0.013424,100000,1342,98792,7929432,79.3,0.007,1.6995
48245010902,48,245,010902,"1-4",0.000595,98658,59,394513,7830640,79.4,0.0001,1.6261
48245010902,48,245,010902,"5-14",0.000712,98599,70,985637,7436127,75.4,0.0001,1.627
48245010902,48,245,010902,"15-24",0.005983,98529,589,982339,6450490,65.5,0.0043,1.6282
48245010902,48,245,010902,"25-34",0.027301,97939,2674,966023,5468151,55.8,0.0108,1.6168
48245010902,48,245,010902,"35-44",0.005795,95265,552,949893,4502128,47.3,0.0041,1.5567
48245010902,48,245,010902,"45-54",0.032501,94713,3078,931741,3552235,37.5,0.0085,1.5558
48245010902,48,245,010902,"55-64",0.081146,91635,7436,879171,2620494,28.6,0.0159,1.5805
48245010902,48,245,010902,"65-74",0.122754,84199,10336,790313,1741323,20.7,0.0227,1.6619
48245010902,48,245,010902,"75-84",0.525442,73863,38811,544579,951010,12.9,0.0755,1.8369
48245010902,48,245,010902,"85 and older",1,35052,35052,406431,406431,11.6,0.0211,2.8309
48245011002,48,245,011002,"Under 1",0.00302,100000,302,99728,8030005,80.3,0.0031,2.1912
48245011002,48,245,011002,"1-4",0.004216,99698,420,397951,7930277,79.5,0.0043,2.1839
48245011002,48,245,011002,"5-14",0.000911,99278,90,992325,7532326,75.9,0.0002,2.1667
48245011002,48,245,011002,"15-24",0.006676,99187,662,988562,6540001,65.9,0.0048,2.1686
48245011002,48,245,011002,"25-34",0.014253,98525,1404,978230,5551439,56.3,0.0066,2.163
48245011002,48,245,011002,"35-44",0.010707,97121,1040,966009,4573209,47.1,0.0077,2.1661
48245011002,48,245,011002,"45-54",0.048991,96081,4707,937274,3607199,37.5,0.0133,2.1645
48245011002,48,245,011002,"55-64",0.052844,91374,4829,889596,2669925,29.2,0.0144,2.2255
48245011002,48,245,011002,"65-74",0.21645,86545,18733,771789,1780329,20.6,0.0451,2.3174
48245011002,48,245,011002,"75-84",0.405882,67813,27524,540506,1008540,14.9,0.0653,2.7271
48245011002,48,245,011002,"85 and older",1,40289,40289,468034,468034,11.6,0.0312,4.2113
48245011101,48,245,011101,"Under 1",0.011211,100000,1121,98991,7745176,77.5,0.0072,1.1457
48245011101,48,245,011101,"1-4",0.000752,98879,74,395367,7646185,77.3,0.0003,1.0112
48245011101,48,245,011101,"5-14",0.000815,98805,81,987643,7250818,73.4,0.0002,1.0117
48245011101,48,245,011101,"15-24",0.005752,98724,568,984401,6263175,63.4,0.0041,1.0125
48245011101,48,245,011101,"25-34",0.0028,98156,275,980187,5278774,53.8,0.0028,0.9886
48245011101,48,245,011101,"35-44",0.021787,97881,2132,968150,4298587,43.9,0.0093,0.9816
48245011101,48,245,011101,"45-54",0.021552,95749,2064,947170,3330437,34.8,0.0072,0.9287
48245011101,48,245,011101,"55-64",0.082145,93685,7696,898373,2383267,25.4,0.0158,0.9224
48245011101,48,245,011101,"65-74",0.185317,85989,15935,780218,1484894,17.3,0.0346,0.9294
48245011101,48,245,011101,"75-84",0.45754,70054,32053,540278,704676,10.1,0.062,0.9449
48245011101,48,245,011101,"85 and older",1,38002,38002,164398,164398,4.3,0.0736,1.3779
48245011102,48,245,011102,"Under 1",0.005753,100000,575,99482,7706098,77.1,0.0023,2.0974
48245011102,48,245,011102,"1-4",0.000925,99425,92,397515,7606616,76.5,0.0003,2.1017
48245011102,48,245,011102,"5-14",0.004613,99333,458,991036,7209101,72.6,0.0047,2.1035
48245011102,48,245,011102,"15-24",0.012591,98875,1245,982521,6218065,62.9,0.0065,2.089
48245011102,48,245,011102,"25-34",0.004941,97630,482,973885,5235544,53.6,0.005,2.0797
48245011102,48,245,011102,"35-44",0.027293,97147,2651,958216,4261659,43.9,0.0131,2.0753
48245011102,48,245,011102,"45-54",0.055414,94496,5236,918777,3303443,35,0.0179,2.0642
48245011102,48,245,011102,"55-64",0.132585,89260,11835,833423,2384665,26.7,0.0345,2.1006
48245011102,48,245,011102,"65-74",0.161177,77425,12479,711855,1551242,20,0.0465,2.2075
48245011102,48,245,011102,"75-84",0.368705,64946,23946,529730,839388,12.9,0.083,2.4372
48245011102,48,245,011102,"85 and older",1,41000,41000,309658,309658,7.6,0.0612,3.4899
48245011201,48,245,011201,"Under 1",0.00489,100000,489,99560,7859322,78.6,0.0023,1.2852
48245011201,48,245,011201,"1-4",0.000974,99511,97,397850,7759762,78,0.0002,1.2784
48245011201,48,245,011201,"5-14",0.002169,99414,216,993063,7361912,74.1,0.0022,1.2795
48245011201,48,245,011201,"15-24",0.002731,99198,271,990630,6368849,64.2,0.002,1.2732
48245011201,48,245,011201,"25-34",0.007554,98928,747,985539,5378220,54.4,0.0032,1.2714
48245011201,48,245,011201,"35-44",0.023162,98180,2274,970432,4392680,44.7,0.0065,1.2711
48245011201,48,245,011201,"45-54",0.039351,95906,3774,940192,3422248,35.7,0.0082,1.2724
48245011201,48,245,011201,"55-64",0.097653,92132,8997,876337,2482056,26.9,0.0167,1.2965
48245011201,48,245,011201,"65-74",0.172237,83135,14319,759758,1605719,19.3,0.0294,1.3645
48245011201,48,245,011201,"75-84",0.372122,68816,25608,560123,845962,12.3,0.0679,1.5297
48245011201,48,245,011201,"85 and older",1,43208,43208,285839,285839,6.6,0.0477,2.0877
48245011303,48,245,011303,"Under 1",0.004709,100000,471,99576,7686775,76.9,0.0014,1.9697
48245011303,48,245,011303,"1-4",0.009245,99529,920,396276,7587199,76.2,0.0095,1.9761
48245011303,48,245,011303,"5-14",0.001136,98609,112,985529,7190923,72.9,0.0003,1.86
48245011303,48,245,011303,"15-24",0.014674,98497,1445,977743,6205393,63,0.0106,1.8621
48245011303,48,245,011303,"25-34",0.014837,97052,1440,963316,5227651,53.9,0.0108,1.7801
48245011303,48,245,011303,"35-44",0.031447,95612,3007,941084,4264334,44.6,0.0139,1.7234
48245011303,48,245,011303,"45-54",0.054054,92605,5006,901022,3323251,35.9,0.0159,1.6793
48245011303,48,245,011303,"55-64",0.071225,87599,6239,844797,2422229,27.7,0.018,1.6878
48245011303,48,245,011303,"65-74",0.155902,81360,12684,750180,1577432,19.4,0.0343,1.755
48245011303,48,245,011303,"75-84",0.419223,68676,28791,542806,827252,12,0.0835,1.9603
48245011303,48,245,011303,"85 and older",1,39885,39885,284446,284446,7.1,0.0568,2.8897
48245011304,48,245,011304,"Under 1",0.013224,100000,1322,98810,7580759,75.8,0.0103,1.2947
48245011304,48,245,011304,"1-4",0.001146,98678,113,394484,7481950,75.8,0.0003,1.0421
48245011304,48,245,011304,"5-14",0.001449,98565,143,984932,7087465,71.9,0.0003,1.0431
48245011304,48,245,011304,"15-24",0.003552,98422,350,982469,6102534,62,0.0036,1.0444
48245011304,48,245,011304,"25-34",0.013042,98072,1279,974326,5120064,52.2,0.002,1.0277
48245011304,48,245,011304,"35-44",0.017236,96793,1668,959589,4145738,42.8,0.0072,1.0369
48245011304,48,245,011304,"45-54",0.038273,95125,3641,933043,3186150,33.5,0.0096,1.0164
48245011304,48,245,011304,"55-64",0.074886,91484,6851,880585,2253107,24.6,0.0165,1.0145
48245011304,48,245,011304,"65-74",0.20731,84633,17545,758604,1372522,16.2,0.0451,1.0296
48245011304,48,245,011304,"75-84",0.444685,67088,29833,521713,613918,9.2,0.1088,1.0191
48245011304,48,245,011304,"85 and older",1,37255,37255,92206,92206,2.5,0.1804,1.1052
48245011400,48,245,011400,"Under 1",0.004783,100000,478,99569,7919541,79.2,0.0028,1.5127
48245011400,48,245,011400,"1-4",0.004865,99522,484,397118,7819971,78.6,0.0036,1.5029
48245011400,48,245,011400,"5-14",0.003521,99038,349,988632,7422853,74.9,0.0025,1.4841
48245011400,48,245,011400,"15-24",0.012709,98689,1254,980618,6434221,65.2,0.005,1.4787
48245011400,48,245,011400,"25-34",0.011132,97435,1085,968923,5453603,56,0.0047,1.4657
48245011400,48,245,011400,"35-44",0.016994,96350,1637,955314,4484680,46.5,0.0059,1.4617
48245011400,48,245,011400,"45-54",0.037135,94713,3517,929541,3529366,37.3,0.0076,1.4651
48245011400,48,245,011400,"55-64",0.085853,91195,7829,872808,2599826,28.5,0.0124,1.4984
48245011400,48,245,011400,"65-74",0.155524,83366,12965,768833,1727018,20.7,0.0222,1.6015
48245011400,48,245,011400,"75-84",0.347248,70401,24446,581774,958185,13.6,0.0477,1.8323
48245011400,48,245,011400,"85 and older",1,45954,45954,376411,376411,8.2,0.0393,2.6366
48245011500,48,245,011500,"Under 1",0.005461,100000,546,99508,8600794,86,0.0023,3.9699
48245011500,48,245,011500,"1-4",0.005605,99454,557,396701,8501286,85.5,0.0057,3.9865
48245011500,48,245,011500,"5-14",0.00108,98896,107,988430,8104585,82,0.0002,3.9805
48245011500,48,245,011500,"15-24",0.012027,98790,1188,981955,7116155,72,0.0087,3.9848
48245011500,48,245,011500,"25-34",0.004916,97601,480,973616,6134200,62.8,0.005,3.989
48245011500,48,245,011500,"35-44",0.028653,97122,2783,957302,5160584,53.1,0.0147,3.9983
48245011500,48,245,011500,"45-54",0.023844,94339,2249,932141,4203282,44.6,0.0109,4.0471
48245011500,48,245,011500,"55-64",0.037768,92089,3478,903504,3271141,35.5,0.0133,4.1213
48245011500,48,245,011500,"65-74",0.114192,88611,10119,835520,2367637,26.7,0.0335,4.2605
48245011500,48,245,011500,"75-84",0.202605,78493,15903,705412,1532117,19.5,0.0602,4.7194
48245011500,48,245,011500,"85 and older",1,62590,62590,826705,826705,13.2,0.033,5.7568
48245011600,48,245,011600,"Under 1",0.005053,100000,505,99545,7863573,78.6,0.0013,2.2386
48245011600,48,245,011600,"1-4",0.005744,99495,572,396836,7764027,78,0.0059,2.2477
48245011600,48,245,011600,"5-14",0.001119,98923,111,988678,7367192,74.5,0.0002,2.2146
48245011600,48,245,011600,"15-24",0.007636,98812,755,984351,6378514,64.6,0.0012,2.217
48245011600,48,245,011600,"25-34",0.00956,98058,937,975891,5394162,55,0.0097,2.2328
48245011600,48,245,011600,"35-44",0.017678,97120,1717,962619,4418271,45.5,0.0104,2.1999
48245011600,48,245,011600,"45-54",0.036608,95403,3493,936572,3455651,36.2,0.0153,2.1964
48245011600,48,245,011600,"55-64",0.064177,91911,5899,889617,2519079,27.4,0.0201,2.2206
48245011600,48,245,011600,"65-74",0.267327,86012,22993,745157,1629462,18.9,0.056,2.3167
48245011600,48,245,011600,"75-84",0.419708,63019,26450,497942,884306,14,0.0927,2.8079
48245011600,48,245,011600,"85 and older",1,36569,36569,386364,386364,10.6,0.0372,4.1516
48245011700,48,245,011700,"Under 1",0.016352,100000,1635,98528,7110985,71.1,0.0129,2.0745
48245011700,48,245,011700,"1-4",0.001122,98365,110,393238,7012457,71.3,0.0003,1.883
48245011700,48,245,011700,"5-14",0.001401,98254,138,981856,6619218,67.4,0.0003,1.885
48245011700,48,245,011700,"15-24",0.008983,98117,881,976761,5637362,57.5,0.0021,1.8875
48245011700,48,245,011700,"25-34",0.007168,97235,697,968869,4660601,47.9,0.0073,1.9013
48245011700,48,245,011700,"35-44",0.04415,96538,4262,944073,3691732,38.2,0.0233,1.8881
48245011700,48,245,011700,"45-54",0.0819,92276,7557,884975,2747659,29.8,0.0283,1.7838
48245011700,48,245,011700,"55-64",0.220441,84719,18675,753810,1862684,22,0.0548,1.7559
48245011700,48,245,011700,"65-74",0.271903,66043,17957,570646,1108873,16.8,0.0701,1.6526
48245011700,48,245,011700,"75-84",0.393873,48086,18940,386160,538227,11.2,0.091,1.6487
48245011700,48,245,011700,"85 and older",1,29146,29146,152067,152067,5.2,0.0825,2.2457
48245011800,48,245,011800,"Under 1",0.032792,100000,3279,97049,6791685,67.9,0.0272,2.5228
48245011800,48,245,011800,"1-4",0.009136,96721,884,385116,6694637,69.2,0.0094,1.7094
48245011800,48,245,011800,"5-14",0.001546,95837,148,957630,6309521,65.8,0.0003,1.6007
48245011800,48,245,011800,"15-24",0.011357,95689,1087,951455,5351891,55.9,0.002,1.6031
48245011800,48,245,011800,"25-34",0.026019,94602,2461,933714,4400435,46.5,0.0156,1.6181
48245011800,48,245,011800,"35-44",0.050287,92141,4634,898239,3466721,37.6,0.02,1.5149
48245011800,48,245,011800,"45-54",0.077653,87507,6795,841096,2568482,29.4,0.0273,1.4223
48245011800,48,245,011800,"55-64",0.167564,80712,13524,739497,1727386,21.4,0.0361,1.3291
48245011800,48,245,011800,"65-74",0.282486,67188,18980,576978,987889,14.7,0.0612,1.349
48245011800,48,245,011800,"75-84",0.69863,48208,33680,313682,410911,8.5,0.1098,1.4847
48245011800,48,245,011800,"85 and older",1,14528,14528,97229,97229,6.7,0.0553,2.4769
48247950200,48,247,950200,"Under 1",0.015389,100000,1539,98615,7762133,77.6,0.0115,1.7171
48247950200,48,247,950200,"1-4",0.006412,98461,631,392582,7663518,77.8,0.0066,1.4814
48247950200,48,247,950200,"5-14",0.001179,97830,115,977721,7270936,74.3,0.0002,1.4035
48247950200,48,247,950200,"15-24",0.005651,97714,552,974383,6293216,64.4,0.0041,1.4051
48247950200,48,247,950200,"25-34",0.007564,97162,735,967947,5318833,54.7,0.0077,1.3916
48247950200,48,247,950200,"35-44",0.030139,96427,2906,949741,4350885,45.1,0.0142,1.3475
48247950200,48,247,950200,"45-54",0.021231,93521,1986,925283,3401144,36.4,0.011,1.2511
48247950200,48,247,950200,"55-64",0.03937,91535,3604,897336,2475861,27,0.0157,1.2261
48247950200,48,247,950200,"65-74",0.1606,87932,14122,808708,1578526,18,0.0344,1.2203
48247950200,48,247,950200,"75-84",0.337838,73810,24936,613420,769817,10.4,0.0787,1.3089
48247950200,48,247,950200,"85 and older",1,48874,48874,156397,156397,3.2,0.168,1.7199
48247950400,48,247,950400,"Under 1",0.005166,100000,517,99535,7462571,74.6,0.0054,2.4032
48247950400,48,247,950400,"1-4",0.003706,99483,369,397196,7363036,74,0.0038,2.3813
48247950400,48,247,950400,"5-14",0.004057,99115,402,989137,6965840,70.3,0.0041,2.3742
48247950400,48,247,950400,"15-24",0.030121,98713,2973,972260,5976703,60.5,0.0228,2.3684
48247950400,48,247,950400,"25-34",0.012087,95739,1157,951608,5004443,52.3,0.0075,2.0377
48247950400,48,247,950400,"35-44",0.046921,94582,4438,923632,4052835,42.8,0.0196,2.0306
48247950400,48,247,950400,"45-54",0.066269,90144,5974,871574,3129203,34.7,0.0234,1.9675
48247950400,48,247,950400,"55-64",0.104368,84171,8785,797782,2257629,26.8,0.0253,1.951
48247950400,48,247,950400,"65-74",0.155264,75386,11705,695334,1459848,19.4,0.0394,2.0665
48247950400,48,247,950400,"75-84",0.444698,63681,28319,495216,764514,12,0.1187,2.3142
48247950400,48,247,950400,"85 and older",1,35362,35362,269297,269297,7.6,0.0548,3.1771
